,the_geom,NAME
12046,POINT (-73.79276236380478 40.80571782130614),MARITIME COLLEGE WAREHOUSE
1278,POINT (-73.80143922005047 40.809865188048505),MARITIME COLLEGE WATER PUMP BLDG
18177,POINT (-73.80093295510949 40.809761676451444),MARITIME COLLEGE WELCOME CENTER
8156,POINT (-74.00343426314076 40.70730386531881),MARITIME CRAFTS CENTER
18319,POINT (-74.00397602514688 40.74230189569496),MARITIME HOTEL
18857,POINT (-73.79118343058639 40.80495216265205),MARITIME INDUSTRY MUSEUM
9031,POINT (-73.93032877105833 40.71632446657949),MARJAM SUPPLIES
7414,POINT (-73.96334387746488 40.77530344318666),MARK HOTEL
11992,POINT (-74.11656294033081 40.63956706354737),MARKHAM GARDENS
8588,POINT (-74.11724585317202 40.64050685685133),MARKHAM GARDENS BUILDING 1
12224,POINT (-74.11685568980724 40.63964093234097),MARKHAM GARDENS BUILDING 10
14423,POINT (-74.11639380995665 40.63969530343779),MARKHAM GARDENS BUILDING 11
14422,POINT (-74.116350091557 40.639448998054014),MARKHAM GARDENS BUILDING 12
14421,POINT (-74.11684272952218 40.6393905648074),MARKHAM GARDENS BUILDING 13
14419,POINT (-74.11678687273371 40.63915695265575),MARKHAM GARDENS BUILDING 14
14420,POINT (-74.11622778063217 40.63919938870396),MARKHAM GARDENS BUILDING 15
14424,POINT (-74.11593615978131 40.63925336511732),MARKHAM GARDENS BUILDING 16
2113,POINT (-74.1156226143037 40.639424953505106),MARKHAM GARDENS BUILDING 17
4101,POINT (-74.11550781057788 40.638766437554025),MARKHAM GARDENS BUILDING 18
5360,POINT (-74.11595268953728 40.638885014366906),MARKHAM GARDENS BUILDING 19
6212,POINT (-74.11688718958217 40.64019007429061),MARKHAM GARDENS BUILDING 2
10642,POINT (-74.11631733093861 40.638845491143925),MARKHAM GARDENS BUILDING 20
4386,POINT (-74.11686556243559 40.63879616133715),MARKHAM GARDENS BUILDING 21
7153,POINT (-74.11679666019292 40.63834938360807),MARKHAM GARDENS BUILDING 22
9371,POINT (-74.11619528525124 40.638427716587636),MARKHAM GARDENS BUILDING 23
11283,POINT (-74.11558670583837 40.63849024851016),MARKHAM GARDENS BUILDING 24
8782,POINT (-74.11769810823787 40.64040042682295),MARKHAM GARDENS BUILDING 25
6482,POINT (-74.11767133068932 40.64031310130525),MARKHAM GARDENS BUILDING 26
12201,POINT (-74.11766418503173 40.64023308925823),MARKHAM GARDENS BUILDING 27
10339,POINT (-74.117625853535 40.64018546072722),MARKHAM GARDENS BUILDING 28
8442,POINT (-74.1176025469005 40.64008797605812),MARKHAM GARDENS BUILDING 29
5915,POINT (-74.11653904671564 40.64031375916783),MARKHAM GARDENS BUILDING 3
6671,POINT (-74.11759403304566 40.64002609032228),MARKHAM GARDENS BUILDING 30
3385,POINT (-74.11617207514993 40.64034489024136),MARKHAM GARDENS BUILDING 4
6598,POINT (-74.1158075084537 40.64036367337812),MARKHAM GARDENS BUILDING 5
9788,POINT (-74.1157268355013 40.639913602107555),MARKHAM GARDENS BUILDING 6
7863,POINT (-74.11604543727944 40.63996561093039),MARKHAM GARDENS BUILDING 7
7769,POINT (-74.11633870690258 40.63991810705648),MARKHAM GARDENS BUILDING 8
2133,POINT (-74.11704372764433 40.63983737008319),MARKHAM GARDENS BUILDING 9
6509,POINT (-74.11582786171839 40.63971319667682),MARKHAM GARDENS HEATING PLANT
3926,POINT (-74.14596768727243 40.623453013287296),MARKHAM PLAYGROUND
328,POINT (-73.83606828016305 40.7117501403741),MARKWOOD PL OVER J ROBINSON PKWY
6916,POINT (-73.98277438944073 40.59191027947746),MARLBORO HOUSES BUILDING 1
12152,POINT (-73.98163444213098 40.59186124118353),MARLBORO HOUSES BUILDING 10
7645,POINT (-73.98221424557806 40.59327580488723),MARLBORO HOUSES BUILDING 11
6507,POINT (-73.98019512015934 40.593175959243005),MARLBORO HOUSES BUILDING 12
3285,POINT (-73.98054290468046 40.59265861845562),MARLBORO HOUSES BUILDING 13
8365,POINT (-73.97959632967486 40.5927605064034),MARLBORO HOUSES BUILDING 14
5923,POINT (-73.9791082100373 40.59250647532933),MARLBORO HOUSES BUILDING 15
5491,POINT (-73.97997884458613 40.59221469683891),MARLBORO HOUSES BUILDING 16
9985,POINT (-73.98035055241144 40.59171935818393),MARLBORO HOUSES BUILDING 17
8195,POINT (-73.97940897758062 40.591813939833614),MARLBORO HOUSES BUILDING 18
10894,POINT (-73.97874970189136 40.59187212267219),MARLBORO HOUSES BUILDING 19
5071,POINT (-73.98299531145082 40.593135694607994),MARLBORO HOUSES BUILDING 2
9724,POINT (-73.97989871631421 40.5913362766063),MARLBORO HOUSES BUILDING 20
1747,POINT (-73.98018574340652 40.59083596758001),MARLBORO HOUSES BUILDING 21
7992,POINT (-73.97925099210264 40.59094033064989),MARLBORO HOUSES BUILDING 22
8803,POINT (-73.97857773051363 40.59105400874586),MARLBORO HOUSES BUILDING 23
10026,POINT (-73.9796739606784 40.59042810586118),MARLBORO HOUSES BUILDING 24
8812,POINT (-73.97870512977437 40.59035475008426),MARLBORO HOUSES BUILDING 25
3151,POINT (-73.9790743989913 40.58995458607033),MARLBORO HOUSES BUILDING 26
4095,POINT (-73.97958950620642 40.58989865675534),MARLBORO HOUSES BUILDING 27
1703,POINT (-73.98005929565423 40.589858518137),MARLBORO HOUSES BUILDING 28
10980,POINT (-73.98069840053063 40.59346970589609),MARLBORO HOUSES BUILDING 29
1565,POINT (-73.98197493276976 40.5926017474823),MARLBORO HOUSES BUILDING 3
10060,POINT (-73.98380534927684 40.59345332829932),MARLBORO HOUSES BUILDING 4
6186,POINT (-73.98418863109357 40.59289811820633),MARLBORO HOUSES BUILDING 5
9212,POINT (-73.9836326785345 40.59247287807937),MARLBORO HOUSES BUILDING 6
5196,POINT (-73.98399532519629 40.5919027903796),MARLBORO HOUSES BUILDING 7
11467,POINT (-73.98343557509114 40.59144434928371),MARLBORO HOUSES BUILDING 8
8994,POINT (-73.98206437094564 40.591837206489245),MARLBORO HOUSES BUILDING 9
2016,POINT (-73.98065968678324 40.59223849555186),MARLBORO HOUSES COMPLEX
9143,POINT (-73.98041110810716 40.59337913821302),MARLBORO HOUSES GARAGE
6404,POINT (-73.98332095588022 40.59056572503268),MARLBORO JEWISH CENTER
6746,POINT (-73.98087602882352 40.59120422427907),MARLBORO PLAYGROUND
8564,POINT (-73.97871255138561 40.591766182512615),MARLBORO SENIOR CENTER
1736,POINT (-73.99682747324178 40.73261973850067),MARLTON HOTEL
5647,POINT (-73.98575235306362 40.75868779493804),MARQUIS THEATRE
17189,POINT (-73.98621025837127 40.753568678402786),MARRIOTT COURTYARD TIMES SQUARE HOTEL
8435,POINT (-73.97274255130549 40.75553752799672),MARRIOTT HOTEL EAST SIDE
7636,POINT (-73.86764318718676 40.76888844405666),MARRIOTT LAGUARDIA AIRPORT HOTEL
2363,POINT (-73.98578558211747 40.758611736255354),MARRIOTT MARQUIS HOTEL
17361,POINT (-73.9726493759706 40.75480622934888),MARRIOTT RESIDENCE INN MIDTOWN EAST
14490,POINT (-74.15905375119397 40.58177041097175),MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING
8256,POINT (-73.91906832121724 40.82396642043453),MARSHALL ENGLAND EARLY LEARNING CENTER
16184,POINT (-73.97154078462049 40.75022097982741),MARSHALL ISLANDS MISSION TO THE UN
7113,POINT (-73.93215990648054 40.71087198773899),MARSHALL PAPER PRODUCTS
9496,POINT (-73.94212308174797 40.83325154330761),MARSHALL PLAZA
9030,POINT (-73.87307270926426 40.651316384842),MARSHALL'S GATEWAY CENTER
1523,POINT (-74.2244830841189 40.60450644334427),MARSHES CREEK
16297,POINT (-73.83298267033166 40.58000068098128),MARTIN DE PORRES HIGH SCHOOL
6948,POINT (-73.9058643395705 40.722907358223516),MARTIN LUTHER HIGH SCHOOL
7736,POINT (-73.98546274196616 40.77481092739005),MARTIN LUTHER KING JR EDUCATIONAL CAMPUS
3118,POINT (-73.83328830210978 40.7621273162517),MARTIN LUTHER KING JR MEMORIAL DAY CARE CENTER
20035,POINT (-73.89042769591931 40.6676868568427),MARTIN LUTHER KING JR PARK
4810,POINT (-73.95048779117371 40.800143257442855),MARTIN LUTHER KING JR PLAYGROUND
19762,POINT (-73.8904138904937 40.667248958051076),MARTIN LUTHER KING JR PLAYGROUND
11212,POINT (-73.92336939006377 40.83830288907465),MARTIN LUTHER KING TRI W 168 ST
11326,POINT (-73.9030464877366 40.81095887703489),MARTIN LUTHER KING TRIANGLE E 149 ST
2877,POINT (-74.01980460565997 40.64580301365327),MARTIN LUTHER PLAYGROUND
13174,POINT (-73.92038499724914 40.86298701935029),MARTIN SQUARE
1028,POINT (-73.73886463005816 40.7338197800896),MARTIN VAN BUREN HIGH SCHOOL
4155,POINT (-73.89590399396447 40.83526989463652),MARTIN VAN BUREN PLAYGROUND
2878,POINT (-73.94460813427295 40.70902552965694),MARTINEZ PLAYGROUND
1049,POINT (-73.80243587455936 40.7542711216623),MARTINS FIELD
680,POINT (-74.11844082981011 40.62268809011346),MARTLING AV OVER RICHMOND LK DAM
7722,POINT (-73.94605582823789 40.78426717935638),MARX BROTHERS PLAYGROUND
6003,POINT (-73.95901002834931 40.65502926398244),MARY BOBB DAY CARE CENTER CLARKSON AVE
18451,POINT (-73.95013453577785 40.65834959530427),MARY BOBB DAY CARE CENTER NOSTRAND AVE
14599,POINT (-73.95006106823045 40.65772992262874),MARY BOBB LEARNING ACADEMY
1648,POINT (-73.89250014855901 40.73872729283103),MARY HELP OF CHRISTIAN CHURCH
16384,POINT (-73.78661315461555 40.71316833900284),MARY LOUIS ACADEMY
16793,POINT (-73.99261398398741 40.68741001884025),MARY MCDOWELL FRIENDS ELEMENTARY SCHOOL
16794,POINT (-74.00139933054344 40.68180901595588),MARY MCDOWELL FRIENDS MIDDLE SCHOOL
16795,POINT (-73.99439566734948 40.692105098231146),MARY MCDOWELL FRIENDS UPPER SCHOOL
8281,POINT (-73.94209349071541 40.83332311429055),MARY MCLEOD BETHUNE SENIOR CENTER
11781,POINT (-73.97081812971804 40.74957156847178),MARY OCONNOR PLAYGROUND
7930,POINT (-73.9208419533647 40.621468243833114),MARY QUEEN HEAVEN CHURCH
7991,POINT (-73.92049120981508 40.6210211040176),MARY QUEEN OF HEAVEN SCHOOL
11042,POINT (-73.86512484347278 40.69565406793092),MARY WHALEN PLAYGROUND
8978,POINT (-73.9818448766857 40.74800388707202),MARYEL INTERNATIONAL PRESCHOOL
2499,POINT (-73.95978561765864 40.76868670398883),MARYMOUNT MANHATTAN COLLEGE
16340,POINT (-73.96135162820916 40.77985405928548),MARYMOUNT SCHOOL OF NY 5 AVE CAMPUS
16675,POINT (-73.96188842993533 40.7786256146986),MARYMOUNT SCHOOL OF NY 82 ST CAMPUS
12229,POINT (-73.95103112740631 40.786649956672086),MARYMOUNT SCHOOL OF NY 97 ST CAMPUS
5743,POINT (-73.81349850773606 40.75370257819912),MARYS NATIVITY ST ANN RC CHURCH
4088,POINT (-73.98042946253881 40.71753134443599),MASARYK BASKETBALL GYM
4908,POINT (-73.98081997031177 40.71798645129281),MASARYK TOWERS
2382,POINT (-73.98018442308255 40.71800302313449),MASARYK TOWERS BUILDING 1
7647,POINT (-73.98055044458222 40.71734864858177),MASARYK TOWERS BUILDING 2
5120,POINT (-73.98126450606433 40.718330866712286),MASARYK TOWERS BUILDING 3
11808,POINT (-73.98141339245275 40.7175032178984),MASARYK TOWERS BUILDING 4
18060,POINT (-73.74925503714898 40.71409240134653),MASJID AR RAHMAN MOSQUE QUEENS VILLAGE
6670,POINT (-73.98200096795107 40.61088254069523),MASJID BAIT UL TAHIR
18010,POINT (-73.91046824032482 40.772941811552876),MASJID DAR AL DAWAH MOSQUES
16481,POINT (-73.95661850939784 40.62835265508527),MASORES BAIS YAAKOV HIGH SCHOOL
5826,POINT (-73.9224594075695 40.723895672221275),MASPETH CREEK
15840,POINT (-73.88769084551015 40.7292547486807),MASPETH HIGH SCHOOL
10692,POINT (-73.89308490165291 40.72701883730417),MASPETH LIBRARY
6448,POINT (-73.8957243014065 40.72763070775241),MASPETH POST OFFICE
3866,POINT (-73.92274820847051 40.72134300742001),MASPETH RECYCLING
18423,POINT (-73.89215735192468 40.730413243925724),MASPETH TOWN HALL
6655,POINT (-73.8921723582648 40.73033373858632),MASPETH TOWN HALL PRESCHOOL
6834,POINT (-73.9133490133009 40.72139149181383),MASPETH YARD
9446,POINT (-73.97117009849488 40.80042633652471),MASTER BUILDING
4617,POINT (-73.95541266375946 40.8090208214731),MASTER CHURCH
12926,POINT (-73.95851363084587 40.57843367468658),MASTER THEATER
15735,POINT (-73.91511991943877 40.69580974465144),MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL
4074,POINT (-73.74617105171453 40.69819248827164),MATHEMATICS SCIENCE RESEARCH & TECHNOLOGY MAGNET HIGH SCHOOL
1249,POINT (-73.9927335001281 40.76142020524225),MATHEWS PALMER PLAYGROUND
17135,POINT (-73.85409133622314 40.90150167388545),MATILDA AVENUE SCHOOL
13813,POINT (-73.93953688746713 40.82585211548518),MATTHEW HENSON PLAZA
7716,POINT (-73.98400072143494 40.77737429891049),MATTHEW P SAPOLIN PLAYGROUND
19668,POINT (-73.86148378687385 40.84684292761097),MATTHEWS MULINER PLAYGROUND
19333,POINT (-73.86151204540613 40.84691956964621),MATTHEWS-MULINER PLAYGROUND COMFORT STATION
625,POINT (-73.92142850930854 40.85266343021706),MATTHEWSON RD OVER MCCRACKEN AVE
3711,POINT (-74.25412536750873 40.534682349102994),MAURER NORTH RANGE FRONT LIGHT
8683,POINT (-74.2550306128549 40.53408574414655),MAURER NORTH RANGE REAR LIGHT & MAURER SOUTH RANGE REAR LIGHT
4968,POINT (-74.25259720148132 40.53701036096118),MAURER ROCK LIGHTED BUOY A
4876,POINT (-74.25207559776328 40.53695494140553),MAURER ROCK LIGHTED BUOY B
4802,POINT (-74.25317877089925 40.53308494488025),MAURER SOUTH RANGE FRONT LIGHT
1213,POINT (-73.83982284674812 40.6902955350037),MAURICE A FITZGERALD PLAYGROUND
14280,POINT (-73.98780999900586 40.67094922435111),MAURICE SENDAK COMMUNITY SCHOOL
16185,POINT (-73.97312704910041 40.75126970226636),MAURITIUS MISSION TO THE UN
13472,POINT (-73.82710997385044 40.722941437926515),MAURO PLAYGROUND COMFORT STATION
11273,POINT (-73.9870176856282 40.723010631138614),MAX MELTZER TOWER
12245,POINT (-73.98292966956127 40.69571103525523),MAXI WATER FDNY
13354,POINT (-73.98496633794922 40.77480941560357),MAXINE GREEN HIGH SCHOOL FOR IMAGINATIVE INQUIRY
7377,POINT (-73.9705379994021 40.76005991833116),MAY FAMILY NURSERY SCHOOL AT CENTRAL SYNAGOGUE
7412,POINT (-74.16253420798833 40.63847033075622),MAY SHIP REPAIR
12083,POINT (-73.98592390605046 40.76122758451263),MAYFAIR HOTEL
1542,POINT (-74.1614999351964 40.640749932490614),MAYSHIP OBSTRUCTIN BUOY A
5841,POINT (-74.16100000114501 40.64100008560721),MAYSHIP OBSTRUCTIN BUOY D
12507,POINT (-73.85849219090643 40.86263629431476),MAZZEI PLAYGROUND
12439,POINT (-73.9048665182366 40.82269637439909),MC KINLEY HOUSES BUILDING 3
11527,POINT (-73.9052135827424 40.82187048448699),MC KINLEY HOUSES BUILDING 4
9934,POINT (-73.90418555852273 40.82253748468983),MC KINLEY HOUSES BUILDING 5
7370,POINT (-73.90453968939187 40.82168821876326),MC KINLEY HOUSES BUILDING 6
3487,POINT (-73.90379529343014 40.821956841214615),MC KINLEY HOUSES BUILDING 7
9468,POINT (-73.90374385525634 40.82208450778888),MC KINLEY HOUSES CHILDREN'S CTR
2737,POINT (-73.90064229406507 40.831130823592275),MC KINLEY SQUARE
17400,POINT (-74.16453157796 40.639899809418814),MCALLISTER TOWING
6588,POINT (-73.99767171994552 40.737983116660175),MCBURNEY YMCA
10891,POINT (-73.99139344899912 40.75900611308432),MCCAFFREY PLAYGROUND
2427,POINT (-73.9499544439339 40.720347475101555),MCCARREN BATHHOUSE
17802,POINT (-73.95557263730743 40.72088086691377),MCCARREN HOTEL & POOL
12663,POINT (-73.95180304868855 40.72084567721769),MCCARREN PARK
18400,POINT (-73.95378075171517 40.720953921900076),MCCARREN PARK BASEBALL FIELDS
18404,POINT (-73.94943059585916 40.72123978198245),MCCARREN PARK BASKETBALL COURTS
17166,POINT (-73.95288353840543 40.72002815166189),MCCARREN PARK DOG RUN
19738,POINT (-73.95278880524157 40.71960152504726),MCCARREN PARK GREEN DOME
18402,POINT (-73.95200897573534 40.71992204247679),MCCARREN PARK HANDBALL COURTS
4276,POINT (-73.94956070707991 40.72016218178411),MCCARREN PARK POOL
15394,POINT (-73.95183297989657 40.722042707722984),MCCARREN PARK RESTROOMS
18405,POINT (-73.94981636483482 40.71934402962047),MCCARREN PARK SKATE PARK
18401,POINT (-73.95470217847117 40.72168704930277),MCCARREN PARK TENNIS COURTS
18403,POINT (-73.95129797240234 40.720070424304986),MCCARREN PARK TRACK
8568,POINT (-73.94991638362602 40.72001403275965),MCCARREN PLAY CENTER
10753,POINT (-74.00171623297867 40.735206076938724),MCCARTHY SQUARE
13146,POINT (-73.94391980754693 40.61723757766622),MCCARTHY TRIANGLE
13005,POINT (-73.92539516228973 40.82118026173556),MCCORMACK SQUARE
814,POINT (-73.97646604944848 40.62726063022013),MCDONALD AVE OVER LIRR BAY RIDGE
5896,POINT (-73.84679390458577 40.72222365911082),MCDONALD PARK
20214,POINT (-73.97210105331187 40.600560243891714),MCDONALD PLAYGROUND
20207,POINT (-73.97243541291547 40.59992514101931),MCDONALD PLAYGROUND BASKETBALL COURT
20209,POINT (-73.97216607057065 40.60115868627723),MCDONALD PLAYGROUND COMFORT STATION
20206,POINT (-73.97232509142586 40.60024617456004),MCDONALD PLAYGROUND HANDBALL COURT
20208,POINT (-73.9718726455405 40.60017160772889),MCDONALD PLAYGROUND TENNIS COURT
13004,POINT (-73.91932672194625 40.83785479859532),MCDONALD PLZ
8438,POINT (-73.88315862156263 40.73831610085785),MCDONALD'S ELMHURST 80-03 QUEENS BLVD
8986,POINT (-73.92615603335665 40.76061735887),MCDONALD'S LIC 32-55 31 ST
7501,POINT (-73.92686171845251 40.743597563317614),MCDONALD'S SUNNYSIDE 38-02 QUEENS BLVD
1691,POINT (-73.98899976351615 40.59931843030804),MCDONALDS 2411 86TH ST
9008,POINT (-73.92571289777258 40.80634555653364),MCDONALDS 85 BRUCKNER BLVD
2336,POINT (-73.96146084776471 40.59807705452525),MCDONALDS AVE U
9628,POINT (-73.7551302818111 40.60512640135229),MCDONALDS FAR ROCKAWAY
11069,POINT (-73.83993020008569 40.657772172791276),MCDONALDS HOWARD BEACH
8072,POINT (-73.81695040650699 40.58893843471513),MCDONALDS ROCKAWAY BEACH
8806,POINT (-73.92286660031178 40.685867520563704),MCDONOUGH ST. HEAD START
8551,POINT (-73.8098493091149 40.76378058733055),MCGOLDRICK LIBRARY
20312,POINT (-73.94347736531076 40.72481923666036),MCGOLRICK PLAYGROUND COMFORT STATION
10381,POINT (-73.89922844834228 40.619111930680596),MCGUIRE FIELDS
18699,POINT (-73.89720052609783 40.80721101247468),MCINNIS CEMENT TERMINAL
6330,POINT (-73.93923815248051 40.83836997947462),MCKENNA SQUARE
4808,POINT (-73.94410551150494 40.746586687397304),MCKENNA TRIANGLE
15066,POINT (-73.90460008344795 40.821637555774196),MCKINLEY COMMUNITY CENTER
4646,POINT (-73.90442886615335 40.822188515640484),MCKINLEY HOUSES COMPLEX
8988,POINT (-74.01648370633811 40.62698862496745),MCKINLEY PARK
20117,POINT (-74.01664099536988 40.62621412523867),MCKINLEY PARK BASKETBALL COURT
20116,POINT (-74.01673177072331 40.62656674119073),MCKINLEY PARK COMFORT STATION
8747,POINT (-74.01185450657155 40.62917919273978),MCKINLEY PARK LIBRARY
11045,POINT (-74.01708728710312 40.62657866770565),MCKINLEY PARK PLAYGROUND
20118,POINT (-74.01751960173846 40.62575772109037),MCKINLEY PARK TENNIS COURTS
4809,POINT (-73.9858439423513 40.72421199948763),MCKINLEY PLAYGROUND
19257,POINT (-73.79087516604024 40.69489019624507),MCKINLEY'S CHILDREN'S GARDEN
1152,POINT (-73.98624513768426 40.6965560744705),MCLAUGHLIN PARK
12576,POINT (-73.7663055626877 40.72553222259724),MCLAUGHLIN PLAYGROUND
1447,POINT (-73.90535016589415 40.88789901553931),MCLAUGHLIN PLAYGROUND
2687,POINT (-73.92975891418149 40.84803384309627),MCNALLY PLAZA
13024,POINT (-73.82386736832508 40.82492202309259),MCNAMARA SQUARE
11311,POINT (-73.98381922434919 40.57412377558011),MCU PARK
66,POINT (-73.8364934440449 40.73706625478324),MEADOW
64,POINT (-73.8423972385705 40.74149628803936),MEADOW
3658,POINT (-73.84110925561039 40.7361956867471),MEADOW LAKE
71,POINT (-73.83423857672173 40.72875116260524),MEADOW LAKE
9331,POINT (-73.85137459025488 40.82950115064706),MECHLER HALL SENIOR CENTER
2351,POINT (-73.95672796750485 40.66687924139915),MEDGAR EVERS COLLEGE ACADEMIC BUILDING 1
18881,POINT (-73.95653268175556 40.66597031689306),MEDGAR EVERS COLLEGE ADMISSION & BOOKSTORE
9343,POINT (-73.95711089051639 40.66622248591888),MEDGAR EVERS COLLEGE BEDFORD BUILDING
15813,POINT (-73.95185174594165 40.66705547453407),MEDGAR EVERS COLLEGE CARROLL BUILDING
18883,POINT (-73.95534300189743 40.67069280846414),MEDGAR EVERS COLLEGE EASTERN PARKWAY
18882,POINT (-73.95197560663743 40.666830178934156),MEDGAR EVERS COLLEGE PORTABLES
14244,POINT (-73.95115604281952 40.66699151225743),MEDGAR EVERS COLLEGE PREPARATORY SCHOOL
15814,POINT (-73.9561436539795 40.66695811811094),MEDGAR EVERS COLLEGE SCHOOL OF BUSINESS
5944,POINT (-73.92793356513215 40.6634418592939),MEDGAR EVERS HEAD START E 93 ST
8456,POINT (-73.90722673120443 40.879678881140066),MEDIATOR CHURCH
2411,POINT (-73.94318055295832 40.843485182500764),MEDICAL CENTER NURSERY SCHOOL
6021,POINT (-73.99673544102929 40.71221114287036),MEI WAH DAY CARE
17386,POINT (-73.98431522391058 40.75643376673444),MELA HOTEL
20179,POINT (-73.95747223357426 40.5969732742607),MELLETT PLAYGROUND
20163,POINT (-73.95718583859072 40.59693250372107),MELLETT PLAYGROUND BASKETBALL COURTS
